M154;(OSTEO)ARTROSIS EROSIVA|
S004;TRAUMATISMO SUPERFICIAL DEL OIDO|
S909;TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO, NO ESPECIFICADO|
T090;TRAUMATISMO SUPERFICIAL DEL TRONCO, NIVEL NO ESPECIFICADO|
S107;TRAUMATISMO SUPERFICIAL MULTIPLE DEL CUELLO|
S409;TRAUMATISMO SUPERFICIAL NO ESPECIFICADO DEL HOMBRO Y DEL BRAZO|
T149;TRAUMATISMO, NO ESPECIFICADO|
T062;TRAUMATISMOS DE NERVIOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO|
T061;TRAUMATISMOS DE NERVIOS Y MEDULA ESPINAL QUE AFECTAN OTRAS MULTIPLES REGIONES DEL CUERPO|
T065;TRAUMATISMOS DE ORGANOS INTRATORACICOS CON ORGANOS INTRAABDOMINALES Y PELVICOS|
T064;TRAUMATISMOS DE TENDONES Y MUSCULOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO|
T063;TRAUMATISMOS DE VASOS SANGUINEOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO|
T060;TRAUMATISMOS DEL ENCEFALO Y DE NERVIOS CRANEALES CON TRAUMATISMO DE NERVIOS Y MEDULA ESPINAL A NIVEL|
S097;TRAUMATISMOS MULTIPLES DE LA CABEZA|
S797;TRAUMATISMOS MULTIPLES DE LA CADERA Y DEL MUSLO|
S697;TRAUMATISMOS MULTIPLES DE LA MUÑECA Y DE LA MANO|
S897;TRAUMATISMOS MULTIPLES DE LA PIERNA|
S277;TRAUMATISMOS MULTIPLES DE ORGANOS INTRATORACICOS|
S597;TRAUMATISMOS MULTIPLES DEL ANTEBRAZO|
S197;TRAUMATISMOS MULTIPLES DEL CUELLO|
S497;TRAUMATISMOS MULTIPLES DEL HOMBRO Y DEL BRAZO|
S997;TRAUMATISMOS MULTIPLES DEL PIE Y DEL TOBILLO|
S297;TRAUMATISMOS MULTIPLES DEL TORAX|
T07X;TRAUMATISMOS MULTIPLES, NO ESPECIFICADOS|
S499;TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO|
T047;TRAUMATISMOS POR APLASTAMIENTO DEL TORAX, DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS CON MI|
T049;TRAUMATISMOS POR APLASTAMIENTO MULTIPLE, NO ESPECIFICADOS|
T041;TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN EL TORAX CON EL ABDOMEN, LA REGION LUMBOSACRA Y LA PELVIS|
T040;TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN LA CABEZA CON EL CUELLO|
T043;TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) INFERIOR(ES)|
T042;TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES)|
T044;TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES) C|
T048;TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERPO|
S007;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA|
S707;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CADERA Y DEL MUSLO|
S607;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA MUÑECA Y DE LA MANO|
S807;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA PIERNA|
S307;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS|
S507;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ANTEBRAZO|
S407;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL HOMBRO Y DEL BRAZO|
S907;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL PIE Y DEL TOBILLO|
S207;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX|
T009;TRAUMATISMOS SUPERFICIALES MULTIPLES, NO ESPECIFICADOS|
T001;TRAUMATISMOS SUPERFICIALES QUE AFECTAN EL TORAX CON EL ABDOMEN, LA REGION LUMBOSACRA Y LA PELVIS|
T000;TRAUMATISMOS SUPERFICIALES QUE AFECTAN LA CABEZA CON EL CUELLO|
T003;TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) INFERIOR(ES)|
T006;TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES) CON M|
T002;TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL(OS) MIEMBRO(S) SUPERIOR(ES)|
T008;TRAUMATISMOS SUPERFICIALES QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERPO|
T532;TRICLOROETILENO|
B812;TRICOESTRONGILIASIS|
A598;TRICOMONIASIS DE OTROS SITIOS|
A590;TRICOMONIASIS UROGENITAL|
A599;TRICOMONIASIS, NO ESPECIFICADA|
L670;TRICORREXIS NUDOSA|
F633;TRICOTILOMANIA|
B79X;TRICURIASIS|
N303;TRIGONITIS|
B569;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACION|
B560;TRIPANOSOMIASIS GAMBIENSE|
B561;TRIPANOSOMIASIS RHODESIENSE|
Q927;TRIPLOIDIA Y POLIPLOIDIA|
B75X;TRIQUINOSIS|
Q915;TRISOMIA 13, MOSAICO (POR LA FALTA DE DISYUNCION MITOTICA)|
Q914;TRISOMIA 13, POR FALTA DE DISYUNCION MEIOTICA|
Q916;TRISOMIA 13, POR TRANSLOCACION|
Q911;TRISOMIA 18, MOSAICO (POR FALTA DE DISYUNCION MITOTICA)|
Q910;TRISOMIA 18, POR TAITA DE DISYUNCION MEIOTICA|
Q912;TRISOMIA 18, POR TRANSLOCACION|
Q901;TRISOMIA 21, MOSAICO (POR FALTA DE DISYUNCION MITOTICA)|
Q900;TRISOMIA 21, POR FALTA DE DISYUNCION MEIOTICA|
Q902;TRISOMIA 21, POR TRANSLOCACION|
Q921;TRISOMIA DE UN CROMOSOMA COMPLETO, MOSAICO (POR FALTA DE DISYUNCION MITOTICA)|
Q920;TRISOMIA DE UN CROMOSOMA COMPLETO, POR FALTA DE DISYUNCION MEIOTICA|
Q922;TRISOMIA PARCIAL MAYOR|
Q923;TRISOMIA PARCIAL MENOR|
Q929;TRISOMIA Y TRISOMIA PARCIAL DE LOS AUTOSOMAS, SIN OTRA ESPECIFICACION|
I731;TROMBOANGEITIS OBLITERANTE [BUERGER]|
D473;TROMBOCITOPENIA (HEMORRAGICA) ESENCIAL|
P610;TROMBOCITOPENIA NEONATAL TRANSITORIA|
D696;TROMBOCITOPENIA NO ESPECIFICADA|
D752;TROMBOCITOSIS ESENCIAL|
I821;TROMBOFLEBITIS MIGRATORIA|
O222;TROMBOFLEBITIS SUPERFICIAL EN EL EMBARAZO|
O870;TROMBOFLEBITIS SUPERFICIAL EN EL PUERPERIO|
I676;TROMBOSIS APIOGENA DEL SISTEMA VENOSO INTRACRANEAL|
I240;TROMBOSIS CORONARIA QUE NO RESULTA EN INFARTO DEL MIOCARDIO|
I236;TROMBOSIS DE LA AURICULA, APENDICE AURICULAR Y VENTRICULO COMO COMPLICACION PRESENTE POSTERIOR AL IN|
I81X;TROMBOSIS DE LA VENA PORTA|
I513;TROMBOSIS INTRACARDIACA, NO CLASIFICADA EN OTRA PARTE|
O225;TROMBOSIS VENOSA CEREBRAL EN EL EMBARAZO|
O873;TROMBOSIS VENOSA CEREBRAL EN EL PUERPERIO|
Q200;TRONCO ARTERIOSO COMUN|
A171;TUBERCULOMA MENINGEO (G07*)|
P370;TUBERCULOSIS CONGENITA|
A154;TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE|
A163;TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA|
A187;TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*)|
A180;TUBERCULOSIS DE HUESOS Y ARTICULACIONES|
M490;TUBERCULOSIS DE LA COLUMNA VERTEBRAL (A18.0*)|
A184;TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO|
A155;TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE|
A164;TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA |
A183;TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS|
A188;TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS|
A162;TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA|
A181;TUBERCULOSIS DEL APARATO GENITOURINARIO|
A186;TUBERCULOSIS DEL OIDO|
A185;TUBERCULOSIS DEL OJO|
A160;TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS|
A152;TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE|
A150;TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO|
A153;TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS|
A151;TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO|
A161;TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO|
A179;TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*)|
U204;TUBERCULOSIS EXTENSAMENTE RESISTENTE (TB XDR)|
A191;TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES|
A190;TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO|
A192;TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA|
A199;TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION|
U202;TUBERCULOSIS MULTIDROGO RESISTENTE (TB MDR)|
M900;TUBERCULOSIS OSEA (A18.0*)|
O980;TUBERCULOSIS QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO|
U203;TUBERCULOSIS RESISTENTE NO MULTIDROGO RESISTENTE (TB NO MDR)|
A159;TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE|
A169;TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA|
A157;TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE|
A167;TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA|
Y653;TUBO ENDOTRAQUEAL COLOCADO ERRONEAMENTE DURANTE PROCEDIMIENTO ANESTESICO|
Z310;TUBOPLASTIA O VASOPLASTIA POSTERIOR A ESTERILIZACION|
A213;TULAREMIA GASTROINTESTINAL|
A217;TULAREMIA GENERALIZADA|
A211;TULAREMIA OCULOGLANDULAR|
A212;TULAREMIA PULMONAR|
A210;TULAREMIA ULCEROGLANDULAR|
A219;TULAREMIA, NO ESPECIFICADA|
R190;TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA|
R221;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO|
R224;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR|
R223;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR|
R222;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO|
R220;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA|
R229;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA|
R227;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES|
D359;TUMOR BENIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA|
D104;TUMOR BENIGNO DE LA AMIGDALA|
D166;TUMOR BENIGNO DE LA COLUMNA VERTEBRAL|
D310;TUMOR BENIGNO DE LA CONJUNTIVA|
D311;TUMOR BENIGNO DE LA CORNEA|
D313;TUMOR BENIGNO DE LA COROIDES|
D109;TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA|
D351;TUMOR BENIGNO DE LA GLANDULA PARATIROIDES|
D110;TUMOR BENIGNO DE LA GLANDULA PAROTIDA|
D354;TUMOR BENIGNO DE LA GLANDULA PINEAL|
D119;TUMOR BENIGNO DE LA GLANDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACION|
D350;TUMOR BENIGNO DE LA GLANDULA SUPRARRENAL|
D34X;TUMOR BENIGNO DE LA GLANDULA TIROIDES|
D107;TUMOR BENIGNO DE LA HIPOFARINGE|
D352;TUMOR BENIGNO DE LA HIPOFISIS|
D141;TUMOR BENIGNO DE LA LARINGE|
D101;TUMOR BENIGNO DE LA LENGUA|
D24X;TUMOR BENIGNO DE LA MAMA|
D334;TUMOR BENIGNO DE LA MEDULA ESPINAL|
D106;TUMOR BENIGNO DE LA NASOFARINGE|
D316;TUMOR BENIGNO DE LA ORBITA, PARTE NO ESPECIFICADA|
D301;TUMOR BENIGNO DE LA PELVIS RENAL|
D232;TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO|
D233;TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA|
D234;TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO|
D230;TUMOR BENIGNO DE LA PIEL DEL LABIO|
D237;TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA|
D236;TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO|
D231;TUMOR BENIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL|
D235;TUMOR BENIGNO DE LA PIEL DEL TRONCO|
D239;TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO|
D291;TUMOR BENIGNO DE LA PROSTATA|
D312;TUMOR BENIGNO DE LA RETINA|
D142;TUMOR BENIGNO DE LA TRAQUEA|
D282;TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS|
D127;TUMOR BENIGNO DE LA UNION RECTOSIGMOIDEA|
D304;TUMOR BENIGNO DE LA URETRA|
D281;TUMOR BENIGNO DE LA VAGINA|
D303;TUMOR BENIGNO DE LA VEJIGA|
D280;TUMOR BENIGNO DE LA VULVA|
D167;TUMOR BENIGNO DE LAS COSTILLAS, ESTERNON Y CLAVICULA|
D315;TUMOR BENIGNO DE LAS GLANDULAS Y DE LOS CONDUCTOS LAGRIMALES|
D320;TUMOR BENIGNO DE LAS MENINGES CEREBRALES|
D321;TUMOR BENIGNO DE LAS MENINGES RAQUIDEAS|
D329;TUMOR BENIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA|
D135;TUMOR BENIGNO DE LAS VIAS BILIARES EXTRAHEPATICAS|
D143;TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMON|
D360;TUMOR BENIGNO DE LOS GANGLIOS LINFATICOS|
D163;TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR|
D161;TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR|
D164;TUMOR BENIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA|
D162;TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR|
D168;TUMOR BENIGNO DE LOS HUESOS PELVICOS SACRO Y COCCIX|
D333;TUMOR BENIGNO DE LOS NERVIOS CRANEALES|
D361;TUMOR BENIGNO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO|
D292;TUMOR BENIGNO DE LOS TESTICULOS|
D289;TUMOR BENIGNO DE ORGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO|
D299;TUMOR BENIGNO DE ORGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO|
D159;TUMOR BENIGNO DE ORGANO INTRATORACICO NO ESPECIFICADO|
D309;TUMOR BENIGNO DE ORGANO URINARIO NO ESPECIFICADO|
D357;TUMOR BENIGNO DE OTRAS GLANDULAS ENDOCRINAS ESPECIFICADAS|
D117;TUMOR BENIGNO DE OTRAS GLANDULAS SALIVALES MAYORES ESPECIFICADAS|
D105;TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE|
D337;TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL|
D267;TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL UTERO|
D103;TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA|
D133;TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO|
D297;TUMOR BENIGNO DE OTROS ORGANOS GENITALES MASCULINOS|
D157;TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS ESPECIFICADOS|
D307;TUMOR BENIGNO DE OTROS ORGANOS URINARIOS|
D367;TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS|
D287;TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ORGANOS GENITALES FEMENINOS|
D290;TUMOR BENIGNO DE PENE|
D369;TUMOR BENIGNO DE SITIO NO ESPECIFICADO|
D139;TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO|
D121;TUMOR BENIGNO DEL APENDICE|
D120;TUMOR BENIGNO DEL CIEGO|
D122;TUMOR BENIGNO DEL COLON ASCENDENTE|
D124;TUMOR BENIGNO DEL COLON DESCENDENTE|
D125;TUMOR BENIGNO DEL COLON SIGMOIDE|
D123;TUMOR BENIGNO DEL COLON TRANSVERSO|
D126;TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA|
D129;TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO|
D353;TUMOR BENIGNO DEL CONDUCTO CRANEOFARINGEO|
D151;TUMOR BENIGNO DEL CORAZON|
D260;TUMOR BENIGNO DEL CUELLO DEL UTERO|
D356;TUMOR BENIGNO DEL CUERPO AORTICO Y DE OTROS CUERPOS CROMAFINES|
D355;TUMOR BENIGNO DEL CUERPO CAROTIDEO|
D314;TUMOR BENIGNO DEL CUERPO CILIAR|
D261;TUMOR BENIGNO DEL CUERPO DEL UTERO|
D132;TUMOR BENIGNO DEL DUODENO|
D331;TUMOR BENIGNO DEL ENCEFALO, INFRATENTORIAL|
D332;TUMOR BENIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA|
D330;TUMOR BENIGNO DEL ENCEFALO, SUPRATENTORIAL|
D293;TUMOR BENIGNO DEL EPIDIDIMO|
D294;TUMOR BENIGNO DEL ESCROTO|
D130;TUMOR BENIGNO DEL ESOFAGO|
D131;TUMOR BENIGNO DEL ESTOMAGO|
D134;TUMOR BENIGNO DEL HIGADO|
D169;TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR, SITIO NO ESPECIFICADO|
D100;TUMOR BENIGNO DEL LABIO|
D165;TUMOR BENIGNO DEL MAXILAR INFERIOR|
D152;TUMOR BENIGNO DEL MEDIASTINO|
D140;TUMOR BENIGNO DEL OIDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES|
D319;TUMOR BENIGNO DEL OJO, PARTE NO ESPECIFICADA|
D160;TUMOR BENIGNO DEL OMOPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR|
D27X;TUMOR BENIGNO DEL OVARIO|
D136;TUMOR BENIGNO DEL PANCREAS|
D137;TUMOR BENIGNO DEL PANCREAS ENDOCRINO|
D201;TUMOR BENIGNO DEL PERITONEO|
D102;TUMOR BENIGNO DEL PISO DE LA BOCA|
D128;TUMOR BENIGNO DEL RECTO|
D200;TUMOR BENIGNO DEL RETROPERITONEO|
D300;TUMOR BENIGNO DEL RIÑON|
D339;TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO|
D144;TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO|
D210;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO|
D212;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CAD|
D211;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOM|
D213;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TORAX|
D215;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS|
D214;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN|
D216;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACION|
D219;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO|
D190;TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA|
D197;TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS|
D191;TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO|
D199;TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO|
D150;TUMOR BENIGNO DEL TIMO|
D302;TUMOR BENIGNO DEL URETER|
D269;TUMOR BENIGNO DEL UTERO, PARTE NO ESPECIFICADA|
D175;TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRAABDOMINALES|
D174;TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRATORACICOS|
D177;TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS|
D170;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE CABEZA, CARA Y CUELLO|
D172;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE MIEMBROS|
D173;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS|
D171;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DEL TRONCO|
D176;TUMOR BENIGNO LIPOMATOSO DEL CORDON ESPERMATICO|
D179;TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO|
D358;TUMOR BENIGNO PLURIGLANDULAR|
C837;TUMOR DE BURKITT|
D448;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO CON AFECTACION PLURIGLANDULAR|
D449;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE GLANDULA ENDOCRINA NO ESPECIFICADA|
D443;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA HIPOFISIS|
D442;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA PARATIROIDES|
D445;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA PINEAL|
D441;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA SUPRARRENAL|
D440;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA TIROIDES|
D486;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MAMA|
D434;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MEDULA ESPINAL|
D411;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PELVIS RENAL|
D485;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PIEL|
D392;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLACENTA|
D382;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLEURA|
D400;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PROSTATA|
D381;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRAQUEA, DE LOS BRONQUIOS Y PULMON|
D413;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA URETRA|
D414;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA|
D380;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LARINGE|
D420;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES CEREBRALES|
D421;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES RAQUIDEAS|
D429;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES, PARTE NO ESPECIFICADA|
D470;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS MASTOCITOS E HISTIOCITOS|
D433;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS CRANEALES|
D482;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUT|
D399;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO GENITAL FEMENINO NO ESPECIFICADO|
D409;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO GENITAL MASCULINO NO ESPECIFICADO|
D419;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO URINARIO NO ESPECIFICADO|
D379;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANOS DIGESTIVOS, SITIO NO ESPECIFICADO|
D386;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO|
D437;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CE|
D377;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS DIGESTIVOS ESPECIFICADOS|
D397;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS GENITALES FEMENINOS|
D407;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS GENITALES MASCULINOS|
